Datetime,Username,Tweet
2022-06-23 00:32:57+00:00,GeekyPedagogy,"Pandemic era teaching forcefully reminded us that ""sociality &amp; community are vital to any sort of meaningful learning."" ~Kevin Gannon @TheTattooedProf, talking w/@john_kane_osw &amp; @cyberthread on the new episode of #TeaForTeaching 

https://t.co/FAmzdaoMRM"
2022-06-22 22:17:41+00:00,avaldes725,@john_kane_osw @TheTattooedProf @cyberthread Kevin - this is one of my fav podcasts ! Can't wait to listen. Also great pics of new campus - congrats on your next HE chapter!
2022-06-22 10:59:29+00:00,john_kane_osw,"In today's #teaforteaching podcast, @TheTattooedProf  joins @cyberthread and me to discuss the impact of the pandemic on higher education as we move forward. https://t.co/uaEU5XHudk"
2022-06-16 15:47:20+00:00,CyndiKernahan,"I love, love, love this episode! Teaching is indeed love work and boundaries should be empowering. Thank you @LindsayMasland  @john_kane_osw and @cyberthread  Great discussion of educational development, unlearning, ungrading and so many other things. https://t.co/cHvbFDKS4p"
2022-06-15 13:25:41+00:00,Gr8FulLearner,@GeekyPedagogy @AnnGagne @LindsayMasland @john_kane_osw @cyberthread @OswegoCELT Haven't listened yet but appears to be something useful for the path we are on ... @SueTarr
2022-06-15 11:26:37+00:00,john_kane_osw,"In today's #teaforteaching podcast, @LindsayMasland joins us to discuss the importance of unlearning in her roles as a faculty member and a faculty developer. During this discussion, Lindsay describes her adoption of ungrading and collaborative grading strategies. @cyberthread https://t.co/aQaILUSzxh"
2022-06-15 11:01:21+00:00,GeekyPedagogy,"@AnnGagne @LindsayMasland Tea For Teaching podcast + @LindsayMasland = 2 great things that go great together!
@john_kane_osw @cyberthread
@OswegoCELT 

https://t.co/zIgY5u3WKP"
2022-06-08 18:30:10+00:00,KathleenELandy,"@john_kane_osw @karenraycosta @cyberthread This was a great, thoughtful episode. Thank you! 🙌"
2022-06-08 12:35:35+00:00,john_kane_osw,"In today's #teaforteaching podcast, @karenraycosta returns to discuss the ongoing impact of trauma. She suggests that perceptions of student disengagement are instead the result of this trauma and argues for expanded use of trauma-aware pedagogy. @cyberthread https://t.co/N3KSNy4D4W"
2022-06-01 09:20:46+00:00,john_kane_osw,"In today's #teaforteaching podcast, @ProfMLRemmel joins us to discuss a student podcast project that she introduced as an alternative to traditional research papers in a political science class. @cyberthread https://t.co/N3KSNy4D4W"
2022-05-29 00:17:32+00:00,cyberthread,@vijisathy looking forward to seeing you in Oswego !
2022-05-18 16:49:17+00:00,kcroyle,@john_kane_osw @cyberthread Thank you for hosting me for a great conversation!
2022-05-18 10:50:16+00:00,john_kane_osw,"In today's #teaforteaching podcast, @kcroyle joins us to discuss why teaching faculty might consider moving to administrative roles as a way of leveraging their impact on students and avoiding burnout. @cyberthread https://t.co/OMeSpFJv78"
2022-05-12 14:51:58+00:00,EvalLaVelle,@karenraycosta @john_kane_osw @cyberthread @insidehighered You mean interrogating our power and positionality and the things we actually do?
2022-05-12 14:40:33+00:00,karenraycosta,"@john_kane_osw @cyberthread @insidehighered My problem with so many of these articles about student disengagement is that we are asking faculty to ""put some pedagogy on it"" while students run from the burning buildings. We need to start thinking in terms of systems and power."
2022-05-12 14:39:45+00:00,karenraycosta,"@john_kane_osw @cyberthread @insidehighered So listen, it's a paradox. #HigherEd is not good with those.

We cannot fix this with pedagogy. 

AND

Our classrooms can be places where we work and learn together to build a better world."
2022-05-12 14:38:37+00:00,karenraycosta,@john_kane_osw @cyberthread @insidehighered faculty and staff teaching and working conditions are student learning conditions!!!!
2022-05-12 14:38:24+00:00,karenraycosta,"@john_kane_osw @cyberthread @insidehighered I read a new report every day on the extent of the mental health crisis we are facing. Yesterday's was that 2021 showed record numbers of overdose deaths. 

That only 4% of provosts strongly agree that they have a formal plan in place is a dereliction of duty honestly."
2022-05-12 14:36:11+00:00,Charlesknight,"@karenraycosta @john_kane_osw @cyberthread Some of the framing is wild ""how can individual members of staff solve structurally society issues?"" - Gee I don't know why our low-economic students in a cost of living crisis are showing up less - it's a mystery. 🤷‍♂️"
2022-05-12 14:35:56+00:00,karenraycosta,@john_kane_osw @cyberthread @insidehighered Students and faculty/staff are teaching in burning buildings and we are wondering why everyone is running for the exit. Stop telling people who are engaged in their very survival that they are disengaged!
2022-05-12 14:35:08+00:00,karenraycosta,"@john_kane_osw @cyberthread I'm honestly so sick of seeing this term tossed around. Let's talk about, oh, I don't know, how about PROVOST DISENGAGEMENT! This is data from this week's @insidehighered provost's report. https://t.co/aElIs2ASYS"
2022-05-12 14:32:03+00:00,karenraycosta,"I spoke with @john_kane_osw and @cyberthread about this yesterday for an upcoming (June 8?) episode of their Tea for Teaching podcast, so stay tuned for that. But in the meantime, I'd love for us to think more critically about how we are framing student (dis)engagement."
2022-05-11 17:02:23+00:00,aprilboater,@john_kane_osw @cyberthread Sounds a lot like the Mastery Transcript some high schools have adopted. It’s awesome!
2022-05-11 10:25:30+00:00,john_kane_osw,"In today's #teaforteaching podcast, Nan Travers and Holly Zanville discuss the Credential as You Go project, an initiative exploring how learners could gain credentials incrementally that document the learning received through educational and career experiences. @cyberthread https://t.co/WOqYdhX673"
2022-05-04 10:26:32+00:00,john_kane_osw,"In today's podcast, @ClaireHMajor joins us to discuss her new book (with E. Barkley), Engaged Teaching: A Handbook for College Faculty, the K. Patricia Cross Academy, several effective teaching techniques, and strategies for developing as an engaged teacher. @cyberthread https://t.co/GpHE9aFy0G"
2022-04-27 20:33:56+00:00,cyberthread,Come teach with me! We have a tenure-track line in interaction design open at SUNY Oswego. https://t.co/WuGCzKEJzL
2022-04-27 11:31:06+00:00,john_kane_osw,"In today's #teaforteaching podcast, @Carol_EdD
 joins us to discuss her dissertation research on Latina educational developers. Carol is an educational developer at SUNY Stony Brook. @cyberthread https://t.co/IRCAUlvk0v"
2022-04-27 03:15:22+00:00,stephspong,@GeekyPedagogy @cyberthread @john_kane_osw @aeron_haynie @WVUPRESS It was such a delight! Thanks for the wonderful conversation @GeekyPedagogy and @john_kane_osw
2022-04-23 03:36:08+00:00,john_kane_osw,"@GeekyPedagogy @cyberthread @aeron_haynie @stephspong @WVUPRESS I really enjoyed the conversation. Thank you @GeekyPedagogy, @aeron_haynie &amp; @stephspong!"
2022-04-23 00:26:47+00:00,cyberthread,@GeekyPedagogy @john_kane_osw @aeron_haynie @stephspong @WVUPRESS I look forward to listening to the episode! So grateful you were able to fill in🙂
2022-04-22 20:47:24+00:00,aeron_haynie,@GeekyPedagogy @cyberthread @john_kane_osw @stephspong @WVUPRESS It was lovely to chat with you both!
2022-04-22 20:26:15+00:00,ReganARGurung,@GeekyPedagogy @cyberthread @john_kane_osw @aeron_haynie @stephspong @WVUPRESS Cannot wait for the episode (and the book) to be out.
2022-04-22 20:20:17+00:00,GeekyPedagogy,"I'm not nearly the skilled podcaster that @cyberthread is but I had so much fun filling in as co-host on #TeaForTeaching. @john_kane_osw &amp; I had a great convo today w/@aeron_haynie &amp; @stephspong about their new book #TeachingMatters! @WVUPRESS 
https://t.co/kcYjBN9ojI"
2022-04-20 11:25:27+00:00,john_kane_osw,"In today's #teaforteaching podcast, Nikki Wilson Clasby joins us to discuss the use of class WordPress sites to create ePortfolios used to assess student writing in English composition classes at SUNY-New Paltz. 
@cyberthread https://t.co/U2fkV3Vfl0"
2022-04-13 12:10:05+00:00,GeekyPedagogy,"Interview w/@empower2teach &amp; @ThomasJTobin #TeaForTeaching @john_kane_osw @cyberthread @OswegoCELT @ITLC_Lilly  4/7

https://t.co/WAVD4NzCct"
2022-04-13 10:30:43+00:00,john_kane_osw,"In today's #teaforteaching podcast, @cyberthread and I reflect back on how our teaching has evolved during the second year of pandemic teaching. https://t.co/pZ9qQnc7CM"
2022-04-12 23:16:33+00:00,cyberthread,I’m so excited about both of these books! https://t.co/GqFwnAxJlI
2022-04-11 06:28:53+00:00,joyseedconsult,"My dear friend &amp; colleague Bill joined me for this conversation on #higheredinprison thanks @john_kane_osw and @cyberthread 
for the invite 
https://t.co/LRawfj5gia
#adulteducation #adultlearning #correctionseducation #traumaresponsiveeducation #teachinginprison 
@moedee01"
2022-04-06 09:50:22+00:00,john_kane_osw,"In today's #teaforteaching podcast, Em Daniels and William Keizer join @cyberthread and me to discuss education in prisons. https://t.co/xoSz1gTyFI"
2022-03-31 12:44:52+00:00,DrV_biology,@john_kane_osw @cyberthread This was wonderful! I hope to implement some of these tools in the fall for my intro course! And please loudly announce Kelly Hogan’s book!
2022-03-30 10:28:07+00:00,john_kane_osw,Tanya Martini joins @cyberthread and me in today's #teaforteaching podcast to discuss guided note taking as a strategy to help students focus their attention on key concepts during class lectures. https://t.co/4D6kjZ6yVF
2022-03-23 10:12:03+00:00,john_kane_osw,"In today's #teaforteaching podcast, Cherie Van Putten and Nicole Simon join us to discuss the EmTech MOOC and wiki project, designed to assist people in efficiently using emerging educational technology. @cyberthread https://t.co/azxlpUY8ic"
2022-03-16 18:30:14+00:00,ThomasJTobin,"NEW INTERVIEW: Thanks to @John_Kane_OSW &amp; @CyberThread for interviewing me &amp; @Empower2Teach on the ""Tea for Teaching"" podcast. We go beyond our @Chronicle article about inclusive strategies for #HigherEd instructors.

https://t.co/n9pzZia6tC https://t.co/nwlxjZiODj"
2022-03-16 13:17:22+00:00,ThomasJTobin,@john_kane_osw @empower2teach @cyberthread It was a pleasure to talk with you again! Thanks for having me and Chavella on your podcast.
2022-03-16 11:47:49+00:00,john_kane_osw,"In today's podcast, @empower2teach and @ThomasJTobin join us to discuss barriers that marginalized faculty face in implementing inclusive teaching practices and suggest institutional strategies that would create a more inclusive environment for faculty and students. @cyberthread https://t.co/LfPufayfpb"
2022-03-11 22:35:42+00:00,Kurt_theTurk,This cyberthread is a cyberwork of cyberart that cybertranscends the cybers of sibber https://t.co/vxqqwEazs2
2022-03-11 03:21:52+00:00,cyberthread,@ChanceyFleet I would be interested. Maybe my web design college students would be too—would love to get them involved
2022-03-07 14:17:17+00:00,bonni208,"@cyberthread @tihighered Thank you, Rebecca. I feel very much the same about Tea for Teaching."
2022-03-07 11:32:49+00:00,cyberthread,@bonni208 @tihighered Congratulations on 400 episodes! So rich conversations about teaching and learning—thank you!
2022-03-04 19:04:23+00:00,SpaceyO2,"@ericgeller Hell of a cyberthread you've got going on here, Eric..."
2022-03-02 22:15:34+00:00,joyseedconsult,"Thoroughly enjoyed this conversation &amp; looking forward to Part 2, talking about education in prison.  thanks @john_kane_osw and @cyberthread 
#traumaresponsiveeducation #adultlearning #higheredinprison #adulteducation
@joyseedconsult https://t.co/1UtxjUMUSm"
2022-03-02 15:33:46+00:00,SaRoseCav,"Great Tea for Teaching episode on supporting student mental health.

Thanks as always @john_kane_osw and @cyberthread!

https://t.co/dBVL0eQWLn"
2022-03-02 12:02:20+00:00,john_kane_osw,"In today's podcast, @drvholden joins @cyberthread and me to discuss how to create an inclusive history class while giving a voice to those that are marginalized. We also discussed some of the important research that Vanessa is doing on slave resistance in the U.S. https://t.co/rKeyao9mrZ"
2022-03-01 13:08:51+00:00,GeekyPedagogy,@cyberthread @SUNYPlattsburgh @PlattsHistory Thank you! Amd thank you #TeaForTeaching podcast 🫖 - it was the first interview I did for Geeky Pedagogy &amp; the start of our @SUNYPlattsburgh + @OswegoCELT collaborations! @john_kane_osw
2022-03-01 12:41:41+00:00,cyberthread,@GeekyPedagogy @SUNYPlattsburgh @PlattsHistory congratulations! Plattsburgh is lucky to have you in this role. You’ve done so much as interim director to support colleagues on your campus and beyond
2022-02-24 05:09:48+00:00,LillianNave,@john_kane_osw @cyberthread Such great topics!! Love your podcast!
2022-02-23 11:32:19+00:00,john_kane_osw,Em Daniels joins @cyberthread and me on today's episode of the #teaforteaching podcast to discuss her book: Building a Trauma-Responsive Educational Practice: Lessons from a Corrections Classroom. https://t.co/50eqrJ81Wy
2022-02-22 01:19:57+00:00,cyberthread,@actualham one that I want to be a part of 🙂
2022-02-16 11:52:30+00:00,john_kane_osw,"In today's #teaforteaching podcast, Josh McKeown, Jessica Harris, and Minjung Seo join us to discuss a Collaborative Online International Learning (COIL) course offered in collaboration with faculty partners at The Hague University. @cyberthread  https://t.co/b5dFrEn2pE"
2022-02-14 06:08:11+00:00,dumty,"wie zit achter al die hetze? komt Putin wel goed uit, maar ook Trump,... lesje voor Trudeau en Macron die publiekelijk met trumpiedumpie hebben gelachen? cyberthread is reëel, dit zijn opwarmoefeningen in anarchie door verspreiding hoax @vrtnws
https://t.co/7mG30dxbyt"
2022-02-09 12:42:33+00:00,john_kane_osw,"In today's #teaforteaching podcast, we discuss Rooted Jazz Dance with @ProfJonesCRA, Lindsay Guarino, and Wendy Oliver. We discuss the importance of returning jazz dance instruction to its African-American roots and, more broadly, decolonizing the curriculum. @cyberthread https://t.co/fXwU30Rx0y"
2022-02-04 02:07:59+00:00,SejalShahWrites,"@cyberthread Thank you, Rebecca!! 😍🙏🏾"
2022-02-04 00:36:58+00:00,cyberthread,I really enjoyed this workshop last year! I highly recommend it! https://t.co/MT2qGpPBeU
2022-02-02 13:06:51+00:00,skrabut,"@john_kane_osw @cyberthread @john_kane_osw, I just listened to this wonderful epsiode on my way to work. This is also quite relevant in relation to surge of @bannedbooks"
2022-02-02 11:04:47+00:00,john_kane_osw,"Elizabeth and Bill James join us in today's #teaforteaching podcast to discuss their book, A Sea of Troubles, which pairs discussions of literature with discussions of contemporary social issues. @cyberthread https://t.co/IVpYCDcRSG"
2022-01-26 11:03:44+00:00,john_kane_osw,"Katherine Wolfe-Lyga and Kyle Dzintars join us in today's podcast to discuss how faculty, counseling centers, and higher ed institutions can more effectively address rising student reported mental health concerns. @cyberthread #sunyoswego https://t.co/VkgH9Yovf8"
2022-01-21 15:52:06+00:00,sunyoswego,@TimNekritz @cyberthread I think you’ll love this
2022-01-21 14:01:21+00:00,PODNetworkHQ,Catch up on last week's episode of our Centering Centers Podcast. @john_kane_osw and @cyberthread join @LauraBaecher to discuss podcasting as personal and professional development: https://t.co/v1dKj6fcfU https://t.co/ZO9drz4GcO
2022-01-19 10:23:06+00:00,john_kane_osw,"In today's #teaforteaching podcast, @MDMillerPHD joins @cyberthread and me to discuss her forthcoming book: Remembering and Forgetting in the Age of Technology: Teaching, Learning, and the Science of Memory in a Wired World. @WVUPRESS https://t.co/deEGL1aQ8C"
2022-01-15 00:40:49+00:00,CyndiKernahan,@john_kane_osw @cyberthread Cool! Gotta listen.
2022-01-14 18:16:01+00:00,Papuga,@john_kane_osw @cyberthread Nice. Very nice.
2022-01-14 16:13:13+00:00,john_kane_osw,"Rebecca and I are on the Centering Centers podcast today, discussing the Tea for Teaching podcast and our teaching center. @cyberthread #teaforteaching #sunyoswego. https://t.co/GSD6R40M52"
2022-01-14 14:00:41+00:00,PODNetworkHQ,"Welcome to our Centering Centers podcast! 

@LauraBaecher explores the work of CETLs and the vision and insights of educational developers in higher education.

The latest episode - featuring @john_kane_osw and @cyberthread - is up now on Anchor: https://t.co/v1dKj6fcfU https://t.co/MUxXi4QYfJ"
